"","ph.kmeans.cluster","gene","cluster_label"
"2606",4,"RHOQ","hESC_RNA"
"2607",6,"SLC3A1","eight_cell_RNA"
"2608",3,"PREPL","maternal_1C_2C_RNA"
"2609",4,"MCFD2","hESC_RNA"
"2610",4,"TTC7A","hESC_RNA"
"2611",6,"EPCAM-DT","eight_cell_RNA"
"2612",3,"MSH2","maternal_1C_2C_RNA"
"2613",6,"CALM2","eight_cell_RNA"
"2614",5,"FOXN2","four_cell_RNA"
"2615",4,"EPCAM","hESC_RNA"
"2616",1,"KCNK12","ICM_RNA"
"2617",2,"PPP1R21","maternal_oocyte_RNA"
"2618",5,"MSH6","four_cell_RNA"
"2619",5,"FBXO11","four_cell_RNA"
"2620",3,"FSHR","maternal_1C_2C_RNA"
"2621",1,"LOC730100","ICM_RNA"
"2622",2,"STON1-GTF2A1L","maternal_oocyte_RNA"
"2623",4,"STON1","hESC_RNA"
"2624",6,"GTF2A1L","eight_cell_RNA"
"2625",5,"LHCGR","four_cell_RNA"
"2626",4,"NRXN1","hESC_RNA"
"2627",2,"PSME4","maternal_oocyte_RNA"
"2628",3,"EML6","maternal_1C_2C_RNA"
"2629",2,"ACYP2","maternal_oocyte_RNA"
"2630",5,"TSPYL6","four_cell_RNA"
"2631",3,"SPTBN1","maternal_1C_2C_RNA"
"2632",5,"RPL23AP32","four_cell_RNA"
"2633",4,"PRORSD1P","hESC_RNA"
"2634",2,"MTIF2","maternal_oocyte_RNA"
"2635",6,"ASB3","eight_cell_RNA"
"2636",5,"GPR75-ASB3","four_cell_RNA"
"2637",2,"GPR75","maternal_oocyte_RNA"
"2638",6,"ERLEC1","eight_cell_RNA"
"2639",4,"CHAC2","hESC_RNA"
"2640",6,"CFAP36","eight_cell_RNA"
"2641",4,"EFEMP1","hESC_RNA"
"2642",2,"PNPT1","maternal_oocyte_RNA"
"2643",3,"CCDC88A","maternal_1C_2C_RNA"
"2644",5,"PPP4R3B","four_cell_RNA"
"2645",3,"CCDC85A","maternal_1C_2C_RNA"
"2646",4,"RTN4","hESC_RNA"
"2647",6,"LINC01122","eight_cell_RNA"
"2648",6,"MIR4432HG","eight_cell_RNA"
"2649",4,"BCL11A","hESC_RNA"
"2650",4,"VRK2","hESC_RNA"
"2651",6,"FANCL","eight_cell_RNA"
"2652",3,"REL","maternal_1C_2C_RNA"
"2653",6,"PAPOLG","eight_cell_RNA"
"2654",6,"CLHC1","eight_cell_RNA"
"2655",4,"RPS27A","hESC_RNA"
"2656",2,"C2orf74","maternal_oocyte_RNA"
"2657",6,"LOC339803","eight_cell_RNA"
"2658",1,"KIAA1841","ICM_RNA"
"2659",6,"PUS10","eight_cell_RNA"
"2660",1,"PEX13","ICM_RNA"
"2661",4,"XPO1","hESC_RNA"
"2662",4,"FAM161A","hESC_RNA"
"2663",4,"CCT4","hESC_RNA"
"2664",6,"AHSA2P","eight_cell_RNA"
"2665",3,"USP34","maternal_1C_2C_RNA"
"2666",4,"TMEM17","hESC_RNA"
"2667",6,"COMMD1","eight_cell_RNA"
"2668",1,"B3GNT2","ICM_RNA"
"2669",2,"DBIL5P2","maternal_oocyte_RNA"
"2670",3,"OTX1","maternal_1C_2C_RNA"
"2671",1,"EHBP1","ICM_RNA"
"2672",4,"LOC100132215","hESC_RNA"
"2673",4,"LINC00309","hESC_RNA"
"2674",5,"VPS54","four_cell_RNA"
"2675",1,"PELI1","ICM_RNA"
"2676",6,"LOC100507006","eight_cell_RNA"
"2677",4,"UGP2","hESC_RNA"
"2678",3,"LOC101927402","maternal_1C_2C_RNA"
"2679",4,"LGALSL","hESC_RNA"
"2680",6,"WDPCP","eight_cell_RNA"
"2681",6,"MDH1","eight_cell_RNA"
"2682",2,"SERTAD2","maternal_oocyte_RNA"
"2683",3,"LINC01800","maternal_1C_2C_RNA"
"2684",1,"LINC02245","ICM_RNA"
"2685",5,"SLC1A4","four_cell_RNA"
"2686",5,"AFTPH","four_cell_RNA"
"2687",2,"SPRED2","maternal_oocyte_RNA"
"2688",4,"MEIS1-AS3","hESC_RNA"
"2689",1,"LINC01798","ICM_RNA"
"2690",3,"ACTR2","maternal_1C_2C_RNA"
"2691",2,"MEIS1","maternal_oocyte_RNA"
"2692",3,"LINC01812","maternal_1C_2C_RNA"
"2693",6,"LINC01797","eight_cell_RNA"
"2694",5,"C1D","four_cell_RNA"
"2695",1,"CEP68","ICM_RNA"
"2696",6,"RAB1A","eight_cell_RNA"
"2697",1,"ETAA1","ICM_RNA"
"2698",1,"LINC01799","ICM_RNA"
"2699",4,"PNO1","hESC_RNA"
"2700",4,"WDR92","hESC_RNA"
"2701",2,"LOC101927661","maternal_oocyte_RNA"
"2702",3,"PLEK","maternal_1C_2C_RNA"
"2703",1,"FBXO48","ICM_RNA"
"2704",1,"CNRIP1","ICM_RNA"
"2705",4,"PROKR1","hESC_RNA"
"2706",2,"BMP10","maternal_oocyte_RNA"
"2707",2,"APLF","maternal_oocyte_RNA"
"2708",2,"ARHGAP25","maternal_oocyte_RNA"
"2709",6,"PPP3R1","eight_cell_RNA"
"2710",1,"GKN1","ICM_RNA"
"2711",3,"GFPT1","maternal_1C_2C_RNA"
"2712",4,"ANTXR1","hESC_RNA"
"2713",2,"ANXA4","maternal_oocyte_RNA"
"2714",1,"GMCL1","ICM_RNA"
"2715",6,"NFU1","eight_cell_RNA"
"2716",5,"SNRNP27","four_cell_RNA"
"2717",2,"AAK1","maternal_oocyte_RNA"
"2718",1,"SNORA36C","ICM_RNA"
"2719",6,"ASPRV1","eight_cell_RNA"
"2720",5,"PCBP1-AS1","four_cell_RNA"
"2721",1,"MXD1","ICM_RNA"
"2722",4,"LINC01816","hESC_RNA"
"2723",1,"PCBP1","ICM_RNA"
"2724",4,"FAM136A","hESC_RNA"
"2725",3,"C2orf42","maternal_1C_2C_RNA"
"2726",5,"SNRPG","four_cell_RNA"
"2727",6,"PCYOX1","eight_cell_RNA"
"2728",1,"TGFA","ICM_RNA"
"2729",1,"CLEC4F","ICM_RNA"
"2730",2,"VAX2","maternal_oocyte_RNA"
"2731",4,"ADD2","hESC_RNA"
"2732",6,"FIGLA","eight_cell_RNA"
"2733",1,"CD207","ICM_RNA"
"2734",3,"ANKRD53","maternal_1C_2C_RNA"
"2735",4,"TEX261","hESC_RNA"
"2736",2,"OR7E91P","maternal_oocyte_RNA"
"2737",4,"TIA1","hESC_RNA"
"2738",2,"ATP6V1B1","maternal_oocyte_RNA"
"2739",4,"MCEE","hESC_RNA"
"2740",6,"NAGK","eight_cell_RNA"
"2741",5,"MPHOSPH10","four_cell_RNA"
"2742",6,"PAIP2B","eight_cell_RNA"
"2743",5,"ZNF638","four_cell_RNA"
"2744",2,"CYP26B1","maternal_oocyte_RNA"
"2745",3,"SPR","maternal_1C_2C_RNA"
"2746",3,"DYSF","maternal_1C_2C_RNA"
"2747",4,"EXOC6B","hESC_RNA"
"2748",4,"SFXN5","hESC_RNA"
"2749",6,"PRADC1","eight_cell_RNA"
"2750",6,"RAB11FIP5","eight_cell_RNA"
"2751",2,"NOTO","maternal_oocyte_RNA"
"2752",6,"EMX1","eight_cell_RNA"
"2753",4,"SMYD5","hESC_RNA"
"2754",4,"FBXO41","hESC_RNA"
"2755",6,"EGR4","eight_cell_RNA"
"2756",2,"NAT8B","maternal_oocyte_RNA"
"2757",2,"NAT8","maternal_oocyte_RNA"
"2758",4,"CCT7","hESC_RNA"
"2759",2,"C2orf78","maternal_oocyte_RNA"
"2760",3,"ALMS1","maternal_1C_2C_RNA"
"2761",1,"ALMS1-IT1","ICM_RNA"
"2762",6,"DUSP11","eight_cell_RNA"
"2763",4,"BOLA3","hESC_RNA"
"2764",1,"MOB1A","ICM_RNA"
"2765",1,"TET3","ICM_RNA"
"2766",6,"ACTG2","eight_cell_RNA"
"2767",5,"TPRKB","four_cell_RNA"
"2768",4,"BOLA3-AS1","hESC_RNA"
"2769",1,"DGUOK","ICM_RNA"
"2770",6,"DGUOK-AS1","eight_cell_RNA"
"2771",4,"MTHFD2","hESC_RNA"
"2772",6,"SLC4A5","eight_cell_RNA"
"2773",6,"STAMBP","eight_cell_RNA"
"2774",4,"RTKN","hESC_RNA"
"2775",4,"WDR54","hESC_RNA"
"2776",3,"C2orf81","maternal_1C_2C_RNA"
"2777",5,"MRPL53","four_cell_RNA"
"2778",4,"MOGS","hESC_RNA"
"2779",3,"TLX2","maternal_1C_2C_RNA"
"2780",2,"DQX1","maternal_oocyte_RNA"
"2781",6,"INO80B-WBP1","eight_cell_RNA"
"2782",5,"INO80B","four_cell_RNA"
"2783",4,"WBP1","hESC_RNA"
"2784",5,"CCDC142","four_cell_RNA"
"2785",6,"TTC31","eight_cell_RNA"
"2786",2,"LBX2","maternal_oocyte_RNA"
"2787",1,"PCGF1","ICM_RNA"
"2788",3,"LBX2-AS1","maternal_1C_2C_RNA"
"2789",1,"LINC01291","ICM_RNA"
"2790",1,"M1AP","ICM_RNA"
"2791",5,"HK2","four_cell_RNA"
"2792",6,"POLE4","eight_cell_RNA"
"2793",6,"SEMA4F","eight_cell_RNA"
"2794",3,"TACR1","maternal_1C_2C_RNA"
"2795",4,"EVA1A","hESC_RNA"
"2796",4,"MRPL19","hESC_RNA"
"2797",2,"GCFC2","maternal_oocyte_RNA"
"2798",2,"AUP1","maternal_oocyte_RNA"
"2799",4,"LOXL3","hESC_RNA"
"2800",2,"HTRA2","maternal_oocyte_RNA"
"2801",1,"DOK1","ICM_RNA"
"2802",6,"DCTN1","eight_cell_RNA"
"2803",2,"DCTN1-AS1","maternal_oocyte_RNA"
"2804",6,"LOC105374820","eight_cell_RNA"
"2805",5,"REG1CP","four_cell_RNA"
"2806",2,"REG1A","maternal_oocyte_RNA"
"2807",6,"LRRTM4","eight_cell_RNA"
"2808",3,"LOC101927907","maternal_1C_2C_RNA"
"2809",5,"REG3A","four_cell_RNA"
"2810",3,"LINC01815","maternal_1C_2C_RNA"
"2811",2,"DHFRP3","maternal_oocyte_RNA"
"2812",2,"FUNDC2P2","maternal_oocyte_RNA"
"2813",4,"TMSB10","hESC_RNA"
"2814",4,"TRABD2A","hESC_RNA"
"2815",2,"SUCLG1","maternal_oocyte_RNA"
"2816",6,"DNAH6","eight_cell_RNA"
"2817",4,"KCMF1","hESC_RNA"
"2818",6,"LINC01964","eight_cell_RNA"
"2819",4,"CAPG","hESC_RNA"
"2820",6,"CTNNA2","eight_cell_RNA"
"2821",2,"LRRTM1","maternal_oocyte_RNA"
"2822",5,"ELMOD3","four_cell_RNA"
"2823",6,"RETSAT","eight_cell_RNA"
"2824",5,"TGOLN2","four_cell_RNA"
"2825",4,"TCF7L1","hESC_RNA"
"2826",6,"TCF7L1-IT1","eight_cell_RNA"
"2827",6,"LOC102724579","eight_cell_RNA"
"2828",3,"PARTICL","maternal_1C_2C_RNA"
"2829",3,"SH2D6","maternal_1C_2C_RNA"
"2830",2,"VAMP8","maternal_oocyte_RNA"
"2831",6,"VAMP5","eight_cell_RNA"
"2832",1,"TMEM150A","ICM_RNA"
"2833",4,"RNF181","hESC_RNA"
"2834",5,"MAT2A","four_cell_RNA"
"2835",6,"GGCX","eight_cell_RNA"
"2836",2,"GNLY","maternal_oocyte_RNA"
"2837",5,"SFTPB","four_cell_RNA"
"2838",2,"LOC284950","maternal_oocyte_RNA"
"2839",3,"ST3GAL5","maternal_1C_2C_RNA"
"2840",4,"USP39","hESC_RNA"
"2841",6,"C2orf68","eight_cell_RNA"
"2842",1,"ATOH8","ICM_RNA"
"2843",4,"POLR1A","hESC_RNA"
"2844",4,"PTCD3","hESC_RNA"
"2845",2,"SNORD94","maternal_oocyte_RNA"
"2846",2,"MRPL35","maternal_oocyte_RNA"
"2847",2,"REEP1","maternal_oocyte_RNA"
"2848",1,"KDM3A","ICM_RNA"
"2849",4,"CD8A","hESC_RNA"
"2850",6,"IMMT","eight_cell_RNA"
"2851",4,"CYTOR","hESC_RNA"
"2852",5,"LOC285074","four_cell_RNA"
"2853",6,"CD8B","eight_cell_RNA"
"2854",3,"RGPD2","maternal_1C_2C_RNA"
"2855",6,"RGPD1","eight_cell_RNA"
"2856",4,"PLGLB1","hESC_RNA"
"2857",4,"PLGLB2","hESC_RNA"
"2858",6,"FABP1","eight_cell_RNA"
"2859",4,"KRCC1","hESC_RNA"
"2860",5,"THNSL2","four_cell_RNA"
"2861",5,"SMYD1","four_cell_RNA"
"2862",6,"CHMP3","eight_cell_RNA"
"2863",1,"RNF103-CHMP3","ICM_RNA"
"2864",2,"RNF103","maternal_oocyte_RNA"
"2865",1,"RMND5A","ICM_RNA"
"2866",2,"FOXI3","maternal_oocyte_RNA"
"2867",3,"TEX37","maternal_1C_2C_RNA"
"2868",1,"RPIA","ICM_RNA"
"2869",1,"EIF2AK3-DT","ICM_RNA"
"2870",2,"LOC101928371","maternal_oocyte_RNA"
"2871",2,"EIF2AK3","maternal_oocyte_RNA"
"2872",4,"PLGLB2.1","hESC_RNA"
"2873",4,"PLGLB1.1","hESC_RNA"
"2874",6,"RGPD1.1","eight_cell_RNA"
"2875",3,"RGPD2.1","maternal_1C_2C_RNA"
"2876",5,"ANKRD36BP2","four_cell_RNA"
"2877",6,"GGT8P","eight_cell_RNA"
"2878",6,"LOC107985911","eight_cell_RNA"
"2879",5,"LSP1P4","four_cell_RNA"
"2880",4,"FAM95A","hESC_RNA"
"2881",3,"ANKRD20A8P","maternal_1C_2C_RNA"
"2882",1,"LOC442028","ICM_RNA"
"2883",3,"TEKT4","maternal_1C_2C_RNA"
"2884",1,"MAL","ICM_RNA"
"2885",5,"PROM2","four_cell_RNA"
"2886",6,"FAHD2A","eight_cell_RNA"
"2887",3,"TRIM43","maternal_1C_2C_RNA"
"2888",6,"ZNF514","eight_cell_RNA"
"2889",3,"ZNF2","maternal_1C_2C_RNA"
"2890",2,"MRPS5","maternal_oocyte_RNA"
"2891",5,"TRIM43B","four_cell_RNA"
"2892",6,"LINC00342","eight_cell_RNA"
"2893",4,"ANKRD36C","hESC_RNA"
"2894",1,"ADRA2B","ICM_RNA"
"2895",4,"FAHD2CP","hESC_RNA"
"2896",6,"GPAT2","eight_cell_RNA"
"2897",4,"DUSP2","hESC_RNA"
"2898",4,"CIAO1","hESC_RNA"
"2899",2,"TMEM127","maternal_oocyte_RNA"
"2900",1,"STARD7","ICM_RNA"
"2901",5,"STARD7-AS1","four_cell_RNA"
"2902",6,"ASTL","eight_cell_RNA"
"2903",4,"ITPRIPL1","hESC_RNA"
"2904",4,"SNRNP200","hESC_RNA"
"2905",5,"NEURL3","four_cell_RNA"
"2906",4,"FER1L5","hESC_RNA"
"2907",1,"LOC105373496","ICM_RNA"
"2908",3,"ARID5A","maternal_1C_2C_RNA"
"2909",2,"ANKRD23","maternal_oocyte_RNA"
"2910",2,"CNNM4","maternal_oocyte_RNA"
"2911",6,"MIR3127","eight_cell_RNA"
"2912",4,"CNNM3","hESC_RNA"
"2913",2,"SEMA4C","maternal_oocyte_RNA"
"2914",4,"LMAN2L","hESC_RNA"
"2915",6,"NCAPH","eight_cell_RNA"
"2916",4,"FAHD2B","hESC_RNA"
"2917",4,"ANKRD36","hESC_RNA"
"2918",5,"ANKRD36B","four_cell_RNA"
"2919",6,"FAM178B","eight_cell_RNA"
"2920",6,"ANKRD39","eight_cell_RNA"
"2921",5,"KANSL3","four_cell_RNA"
"2922",5,"C2orf92","four_cell_RNA"
"2923",2,"COX5B","maternal_oocyte_RNA"
"2924",1,"TMEM131","ICM_RNA"
"2925",6,"ACTR1B","eight_cell_RNA"
"2926",3,"VWA3B","maternal_1C_2C_RNA"
"2927",1,"ZAP70","ICM_RNA"
"2928",5,"CNGA3","four_cell_RNA"
"2929",5,"COA5","four_cell_RNA"
"2930",3,"INPP4A","maternal_1C_2C_RNA"
"2931",4,"UNC50","hESC_RNA"
"2932",3,"LINC02611","maternal_1C_2C_RNA"
"2933",6,"LYG2","eight_cell_RNA"
"2934",4,"MITD1","hESC_RNA"
"2935",6,"MGAT4A","eight_cell_RNA"
"2936",4,"MRPL30","hESC_RNA"
"2937",1,"KIAA1211L","ICM_RNA"
"2938",6,"LYG1","eight_cell_RNA"
"2939",4,"TXNDC9","hESC_RNA"
"2940",1,"LINC01104","ICM_RNA"
"2941",3,"LONRF2","maternal_1C_2C_RNA"
"2942",3,"AFF3","maternal_1C_2C_RNA"
"2943",1,"CHST10","ICM_RNA"
"2944",5,"PDCL3","four_cell_RNA"
"2945",1,"TSGA10","ICM_RNA"
"2946",3,"C2orf15","maternal_1C_2C_RNA"
"2947",5,"LIPT1","four_cell_RNA"
"2948",3,"TBC1D8-AS1","maternal_1C_2C_RNA"
"2949",1,"CNOT11","ICM_RNA"
"2950",5,"EIF5B","four_cell_RNA"
"2951",1,"REV1","ICM_RNA"
"2952",1,"NPAS2","ICM_RNA"
"2953",3,"CREG2","maternal_1C_2C_RNA"
"2954",6,"RNF149","eight_cell_RNA"
"2955",4,"RPL31","hESC_RNA"
"2956",3,"TBC1D8","maternal_1C_2C_RNA"
"2957",5,"SNORD89","four_cell_RNA"
"2958",3,"RFX8","maternal_1C_2C_RNA"
"2959",2,"IL1R2","maternal_oocyte_RNA"
"2960",2,"IL1RL2","maternal_oocyte_RNA"
"2961",2,"IL1R1","maternal_oocyte_RNA"
"2962",3,"IL1RL1","maternal_1C_2C_RNA"
"2963",2,"IL18R1","maternal_oocyte_RNA"
"2964",4,"MAP4K4","hESC_RNA"
"2965",2,"IL18RAP","maternal_oocyte_RNA"
"2966",6,"SLC9A2","eight_cell_RNA"
"2967",2,"SLC9A4","maternal_oocyte_RNA"
"2968",2,"TMEM182","maternal_oocyte_RNA"
"2969",4,"MFSD9","hESC_RNA"
"2970",5,"POU3F3","four_cell_RNA"
"2971",3,"LINC01159","maternal_1C_2C_RNA"
"2972",6,"PANTR1","eight_cell_RNA"
"2973",3,"LINC01102","maternal_1C_2C_RNA"
"2974",5,"GPR45","four_cell_RNA"
"2975",4,"LINC01918","hESC_RNA"
"2976",5,"C2orf49","four_cell_RNA"
"2977",4,"FHL2","hESC_RNA"
"2978",4,"MRPS9","hESC_RNA"
"2979",3,"TGFBRAP1","maternal_1C_2C_RNA"
"2980",6,"C2orf40","eight_cell_RNA"
"2981",5,"RGPD3","four_cell_RNA"
"2982",6,"NCK2","eight_cell_RNA"
"2983",4,"ST6GAL2","hESC_RNA"
"2984",2,"CD8B2","maternal_oocyte_RNA"
"2985",1,"UXS1","ICM_RNA"
"2986",2,"RGPD4","maternal_oocyte_RNA"
"2987",4,"SLC5A7","hESC_RNA"
"2988",3,"LINC01594","maternal_1C_2C_RNA"
"2989",1,"SULT1C3","ICM_RNA"
"2990",4,"SULT1C2","hESC_RNA"
"2991",4,"SULT1C4","hESC_RNA"
"2992",6,"GCC2","eight_cell_RNA"
"2993",2,"GCC2-AS1","maternal_oocyte_RNA"
"2994",4,"LIMS1","hESC_RNA"
"2995",6,"RANBP2","eight_cell_RNA"
"2996",1,"EDAR","ICM_RNA"
"2997",4,"SOWAHC","hESC_RNA"
"2998",4,"SH3RF3-AS1","hESC_RNA"
"2999",2,"SH3RF3","maternal_oocyte_RNA"
"3000",1,"RGPD5","ICM_RNA"
"3001",4,"RGPD8","hESC_RNA"
"3002",4,"MTLN","hESC_RNA"
"3003",6,"NPHP1","eight_cell_RNA"
"3004",4,"MALL","hESC_RNA"
"3005",1,"RGPD5.1","ICM_RNA"
"3006",4,"RGPD8.1","hESC_RNA"
"3007",6,"CCDC138","eight_cell_RNA"
"3008",1,"ANAPC1","ICM_RNA"
"3009",2,"ACOXL","maternal_oocyte_RNA"
"3010",5,"BCL2L11","four_cell_RNA"
"3011",4,"MIR4435-2HG","hESC_RNA"
"3012",3,"BUB1","maternal_1C_2C_RNA"
"3013",2,"TMEM87B","maternal_oocyte_RNA"
"3014",6,"MERTK","eight_cell_RNA"
"3015",3,"ZC3H6","maternal_1C_2C_RNA"
"3016",1,"ZC3H8","ICM_RNA"
"3017",1,"RGPD5.2","ICM_RNA"
"3018",4,"RGPD8.2","hESC_RNA"
"3019",6,"FBLN7","eight_cell_RNA"
"3020",4,"FLJ42351","hESC_RNA"
"3021",2,"IL1A","maternal_oocyte_RNA"
"3022",4,"CHCHD5","hESC_RNA"
"3023",4,"SLC20A1","hESC_RNA"
"3024",1,"10-Sep","ICM_RNA"
"3025",1,"IL1B","ICM_RNA"
"3026",3,"IL36G","maternal_1C_2C_RNA"
"3027",2,"IL37","maternal_oocyte_RNA"
"3028",5,"NT5DC4","four_cell_RNA"
"3029",5,"CKAP2L","four_cell_RNA"
"3030",2,"IL36B","maternal_oocyte_RNA"
"3031",2,"IL36RN","maternal_oocyte_RNA"
"3032",2,"TTL","maternal_oocyte_RNA"
"3033",3,"POLR1B","maternal_1C_2C_RNA"
"3034",3,"LOC105373562","maternal_1C_2C_RNA"
"3035",5,"PSD4","four_cell_RNA"
"3036",6,"IL1F10","eight_cell_RNA"
"3037",5,"IL1RN","four_cell_RNA"
"3038",5,"FOXD4L1","four_cell_RNA"
"3039",1,"PAX8","ICM_RNA"
"3040",2,"PAX8-AS1","maternal_oocyte_RNA"
"3041",5,"CBWD2","four_cell_RNA"
"3042",5,"RPL23AP7","four_cell_RNA"
"3043",1,"PGM5P4","ICM_RNA"
"3044",5,"WASH2P","four_cell_RNA"
"3045",1,"DDX11L2","ICM_RNA"
"3046",1,"RABL2A","ICM_RNA"
"3047",2,"LINC01191","maternal_oocyte_RNA"
"3048",3,"LOC100499194","maternal_1C_2C_RNA"
"3049",1,"SLC35F5","ICM_RNA"
"3050",4,"ACTR3-AS1","hESC_RNA"
"3051",4,"ACTR3","hESC_RNA"
"3052",4,"DDX18","hESC_RNA"
"3053",5,"LOC107985939","four_cell_RNA"
"3054",3,"CCDC93","maternal_1C_2C_RNA"
"3055",5,"C1QL2","four_cell_RNA"
"3056",5,"EN1","four_cell_RNA"
"3057",2,"MARCO","maternal_oocyte_RNA"
"3058",6,"INSIG2","eight_cell_RNA"
"3059",4,"STEAP3","hESC_RNA"
"3060",2,"STEAP3-AS1","maternal_oocyte_RNA"
"3061",6,"DPP10","eight_cell_RNA"
"3062",4,"DPP10-AS1","hESC_RNA"
"3063",6,"C2orf76","eight_cell_RNA"
"3064",4,"TMEM177","hESC_RNA"
"3065",2,"TMEM37","maternal_oocyte_RNA"
"3066",4,"PTPN4","hESC_RNA"
"3067",6,"CFAP221","eight_cell_RNA"
"3068",1,"EPB41L5","ICM_RNA"
"3069",1,"TMEM185B","ICM_RNA"
"3070",2,"DBI","maternal_oocyte_RNA"
"3071",5,"SCTR","four_cell_RNA"
"3072",5,"INHBB","four_cell_RNA"
"3073",4,"GLI2","hESC_RNA"
"3074",2,"LINC01101","maternal_oocyte_RNA"
"3075",6,"RALB","eight_cell_RNA"
"3076",2,"TFCP2L1","maternal_oocyte_RNA"
"3077",6,"LOC107985820","eight_cell_RNA"
"3078",2,"CNTNAP5","maternal_oocyte_RNA"
"3079",4,"TSN","hESC_RNA"
"3080",5,"NIFK-AS1","four_cell_RNA"
"3081",5,"NIFK","four_cell_RNA"
"3082",4,"CYP27C1","hESC_RNA"
"3083",4,"GYPC","hESC_RNA"
"3084",2,"BIN1","maternal_oocyte_RNA"
"3085",5,"MAP3K2","four_cell_RNA"
"3086",4,"CLASP1","hESC_RNA"
"3087",6,"RNU4ATAC","eight_cell_RNA"
"3088",3,"IWS1","maternal_1C_2C_RNA"
"3089",4,"PROC","hESC_RNA"
"3090",6,"ERCC3","eight_cell_RNA"
"3091",6,"MYO7B","eight_cell_RNA"
"3092",2,"LOC105373609","maternal_oocyte_RNA"
"3093",3,"LIMS2","maternal_1C_2C_RNA"
"3094",5,"GPR17","four_cell_RNA"
"3095",3,"AMMECR1L","maternal_1C_2C_RNA"
"3096",4,"POLR2D","hESC_RNA"
"3097",4,"SFT2D3","hESC_RNA"
"3098",6,"WDR33","eight_cell_RNA"
"3099",3,"SAP130","maternal_1C_2C_RNA"
"3100",2,"RAB6C","maternal_oocyte_RNA"
"3101",2,"LINC01854","maternal_oocyte_RNA"
"3102",2,"HS6ST1","maternal_oocyte_RNA"
"3103",4,"PLAC9P1","hESC_RNA"
"3104",6,"UGGT1","eight_cell_RNA"
"3105",5,"FAR2P1","four_cell_RNA"
"3106",5,"POTEF","four_cell_RNA"
"3107",5,"MED15P9","four_cell_RNA"
"3108",2,"CCDC74B","maternal_oocyte_RNA"
"3109",4,"FAR2P2","hESC_RNA"
"3110",6,"TUBA3E","eight_cell_RNA"
"3111",2,"PTPN18","maternal_oocyte_RNA"
"3112",5,"POTEI","four_cell_RNA"
"3113",5,"POTEJ","four_cell_RNA"
"3114",2,"GPR148","maternal_oocyte_RNA"
"3115",1,"CFC1","ICM_RNA"
"3116",4,"SMPD4","hESC_RNA"
"3117",4,"MZT2B","hESC_RNA"
"3118",5,"CCDC115","four_cell_RNA"
"3119",5,"IMP4","four_cell_RNA"
"3120",1,"AMER3","ICM_RNA"
"3121",4,"ARHGEF4","hESC_RNA"
"3122",1,"FAM168B","ICM_RNA"
"3123",1,"RAB6D","ICM_RNA"
"3124",6,"LINC01120","eight_cell_RNA"
"3125",3,"NOC2LP2","maternal_1C_2C_RNA"
"3126",5,"TUBA3D","four_cell_RNA"
"3127",5,"POTEE","four_cell_RNA"
"3128",1,"LOC440910","ICM_RNA"
"3129",4,"MZT2A","hESC_RNA"
"3130",4,"LOC150776","hESC_RNA"
"3131",3,"LINC01087","maternal_1C_2C_RNA"
"3132",4,"CCDC74A","hESC_RNA"
"3133",4,"POTEKP","hESC_RNA"
"3134",5,"LINC01945","four_cell_RNA"
"3135",4,"C2orf27A","hESC_RNA"
"3136",6,"PLEKHB2","eight_cell_RNA"
"3137",2,"ZNF806","maternal_oocyte_RNA"
"3138",5,"FAM201B","four_cell_RNA"
"3139",3,"ANKRD30BL","maternal_1C_2C_RNA"
"3140",6,"MGAT5","eight_cell_RNA"
"3141",3,"GPR39","maternal_1C_2C_RNA"
"3142",6,"LYPD1","eight_cell_RNA"
"3143",1,"NCKAP5","ICM_RNA"
"3144",1,"NCKAP5-AS2","ICM_RNA"
"3145",2,"MAP3K19","maternal_oocyte_RNA"
"3146",6,"TMEM163","eight_cell_RNA"
"3147",6,"CCNT2","eight_cell_RNA"
"3148",6,"ZRANB3","eight_cell_RNA"
"3149",4,"R3HDM1","hESC_RNA"
"3150",5,"ACMSD","four_cell_RNA"
"3151",4,"CCNT2-AS1","hESC_RNA"
"3152",4,"MCM6","hESC_RNA"
"3153",2,"LOC107985946","maternal_oocyte_RNA"
"3154",4,"UBXN4","hESC_RNA"
"3155",5,"LCT","four_cell_RNA"
"3156",6,"RAB3GAP1","eight_cell_RNA"
"3157",2,"SNORA40B","maternal_oocyte_RNA"
"3158",3,"CXCR4","maternal_1C_2C_RNA"
"3159",4,"HNMT","hESC_RNA"
"3160",3,"THSD7B","maternal_1C_2C_RNA"
"3161",4,"NXPH2","hESC_RNA"
"3162",4,"DARS","hESC_RNA"
"3163",2,"SPOPL","maternal_oocyte_RNA"
"3164",6,"YY1P2","eight_cell_RNA"
"3165",6,"KYNU","eight_cell_RNA"
"3166",1,"ARHGAP15","ICM_RNA"
"3167",1,"LRP1B","ICM_RNA"
"3168",1,"TEX41","ICM_RNA"
"3169",5,"ZEB2","four_cell_RNA"
"3170",4,"ZEB2-AS1","hESC_RNA"
"3171",4,"PABPC1P2","hESC_RNA"
"3172",5,"EPC2","four_cell_RNA"
"3173",4,"KIF5C","hESC_RNA"
"3174",1,"LYPD6","ICM_RNA"
"3175",1,"LOC101928386","ICM_RNA"
"3176",3,"GTDC1","maternal_1C_2C_RNA"
"3177",1,"LINC01817","ICM_RNA"
"3178",4,"RND3","hESC_RNA"
"3179",6,"LYPD6B","eight_cell_RNA"
