"","ph.kmeans.cluster","gene","cluster_label"
"20012",2,"ANGPT4","maternal_oocyte_RNA"
"20013",1,"FAM110A","ICM_RNA"
"20014",4,"RSPO4","hESC_RNA"
"20015",3,"TMEM74B","maternal_1C_2C_RNA"
"20016",2,"RAD21L1","maternal_oocyte_RNA"
"20017",3,"C20orf202","maternal_1C_2C_RNA"
"20018",3,"SNPH","maternal_1C_2C_RNA"
"20019",4,"PSMF1","hESC_RNA"
"20020",3,"LOC105372493","maternal_1C_2C_RNA"
"20021",2,"SIRPD","maternal_oocyte_RNA"
"20022",4,"SIRPB2","hESC_RNA"
"20023",4,"NSFL1C","hESC_RNA"
"20024",1,"SIRPB1","ICM_RNA"
"20025",5,"LOC388780","four_cell_RNA"
"20026",1,"STK35","ICM_RNA"
"20027",1,"SIRPA","ICM_RNA"
"20028",2,"TGM6","maternal_oocyte_RNA"
"20029",4,"TGM3","hESC_RNA"
"20030",1,"SDCBP2","ICM_RNA"
"20031",6,"FKBP1A-SDCBP2","eight_cell_RNA"
"20032",4,"FKBP1A","hESC_RNA"
"20033",3,"SDCBP2-AS1","maternal_1C_2C_RNA"
"20034",4,"PDYN","hESC_RNA"
"20035",3,"SIRPG","maternal_1C_2C_RNA"
"20036",3,"SIRPG-AS1","maternal_1C_2C_RNA"
"20037",2,"TMC2","maternal_oocyte_RNA"
"20038",4,"SNRPB","hESC_RNA"
"20039",5,"SNORD119","four_cell_RNA"
"20040",5,"ZNF343","four_cell_RNA"
"20041",2,"TMEM239","maternal_oocyte_RNA"
"20042",4,"CPXM1","hESC_RNA"
"20043",2,"C20orf141","maternal_oocyte_RNA"
"20044",4,"MRPS26","hESC_RNA"
"20045",3,"PCED1A","maternal_1C_2C_RNA"
"20046",3,"VPS16","maternal_1C_2C_RNA"
"20047",4,"PTPRA","hESC_RNA"
"20048",4,"EBF4","hESC_RNA"
"20049",1,"OXT","ICM_RNA"
"20050",4,"LZTS3","hESC_RNA"
"20051",2,"DDRGK1","maternal_oocyte_RNA"
"20052",3,"UBOX5-AS1","maternal_1C_2C_RNA"
"20053",5,"UBOX5","four_cell_RNA"
"20054",5,"FASTKD5","four_cell_RNA"
"20055",1,"C20orf194","ICM_RNA"
"20056",1,"GFRA4","ICM_RNA"
"20057",4,"C20orf27","hESC_RNA"
"20058",4,"ADAM33","hESC_RNA"
"20059",4,"ITPA","hESC_RNA"
"20060",3,"SLC4A11","maternal_1C_2C_RNA"
"20061",3,"HSPA12B","maternal_1C_2C_RNA"
"20062",5,"NOP56","four_cell_RNA"
"20063",5,"MIR1292","four_cell_RNA"
"20064",1,"SNORD86","ICM_RNA"
"20065",4,"IDH3B","hESC_RNA"
"20066",3,"SNORD110","maternal_1C_2C_RNA"
"20067",3,"SNORA51","maternal_1C_2C_RNA"
"20068",5,"SNORD56","four_cell_RNA"
"20069",1,"SNORD57","ICM_RNA"
"20070",6,"ATRN","eight_cell_RNA"
"20071",6,"SIGLEC1","eight_cell_RNA"
"20072",2,"SPEF1","maternal_oocyte_RNA"
"20073",4,"CENPB","hESC_RNA"
"20074",5,"LINC01730","four_cell_RNA"
"20075",2,"AP5S1","maternal_oocyte_RNA"
"20076",5,"ADRA1D","four_cell_RNA"
"20077",5,"SMOX","four_cell_RNA"
"20078",6,"LINC01433","eight_cell_RNA"
"20079",4,"MAVS","hESC_RNA"
"20080",4,"PRNP","hESC_RNA"
"20081",2,"PRND","maternal_oocyte_RNA"
"20082",6,"PRNT","eight_cell_RNA"
"20083",2,"RASSF2","maternal_oocyte_RNA"
"20084",2,"SLC23A2","maternal_oocyte_RNA"
"20085",6,"TMEM230","eight_cell_RNA"
"20086",5,"PANK2","four_cell_RNA"
"20087",4,"RNF24","hESC_RNA"
"20088",4,"MIR103A2","hESC_RNA"
"20089",6,"CDC25B","eight_cell_RNA"
"20090",4,"PROKR2","hESC_RNA"
"20091",6,"CDS2","eight_cell_RNA"
"20092",1,"LINC00654","ICM_RNA"
"20093",4,"LOC643406","hESC_RNA"
"20094",6,"GPCPD1","eight_cell_RNA"
"20095",6,"SHLD1","eight_cell_RNA"
"20096",4,"CHGB","hESC_RNA"
"20097",6,"LRRN4","eight_cell_RNA"
"20098",1,"TRMT6","ICM_RNA"
"20099",5,"CASC20","four_cell_RNA"
"20100",4,"FERMT1","hESC_RNA"
"20101",4,"LINC01751","hESC_RNA"
"20102",2,"BMP2","maternal_oocyte_RNA"
"20103",1,"LINC01706","ICM_RNA"
"20104",6,"MCM8","eight_cell_RNA"
"20105",1,"CRLS1","ICM_RNA"
"20106",6,"TMX4","eight_cell_RNA"
"20107",1,"PAK5","ICM_RNA"
"20108",2,"PLCB4","maternal_oocyte_RNA"
"20109",1,"PCNA","ICM_RNA"
"20110",5,"PCNA-AS1","four_cell_RNA"
"20111",4,"MKKS","hESC_RNA"
"20112",2,"LAMP5-AS1","maternal_oocyte_RNA"
"20113",6,"LAMP5","eight_cell_RNA"
"20114",1,"SLX4IP","ICM_RNA"
"20115",6,"PLCB1","eight_cell_RNA"
"20116",4,"ANKEF1","hESC_RNA"
"20117",4,"SNAP25","hESC_RNA"
"20118",1,"LOC101929413","ICM_RNA"
"20119",4,"BTBD3","hESC_RNA"
"20120",3,"JAG1","maternal_1C_2C_RNA"
"20121",2,"ISM1","maternal_oocyte_RNA"
"20122",2,"ISM1-AS1","maternal_oocyte_RNA"
"20123",2,"SPTLC3","maternal_oocyte_RNA"
"20124",1,"LINC01722","ICM_RNA"
"20125",1,"TASP1","ICM_RNA"
"20126",3,"SEL1L2","maternal_1C_2C_RNA"
"20127",6,"ESF1","eight_cell_RNA"
"20128",4,"NDUFAF5","hESC_RNA"
"20129",6,"KIF16B","eight_cell_RNA"
"20130",5,"PCSK2","four_cell_RNA"
"20131",5,"SNRPB2","four_cell_RNA"
"20132",4,"BFSP1","hESC_RNA"
"20133",6,"DSTN","eight_cell_RNA"
"20134",2,"RRBP1","maternal_oocyte_RNA"
"20135",1,"MACROD2","ICM_RNA"
"20136",2,"FLRT3","maternal_oocyte_RNA"
"20137",1,"LOC613266","ICM_RNA"
"20138",5,"OVOL2","four_cell_RNA"
"20139",1,"LINC00851","ICM_RNA"
"20140",4,"PET117","hESC_RNA"
"20141",2,"KAT14","maternal_oocyte_RNA"
"20142",3,"DZANK1","maternal_1C_2C_RNA"
"20143",4,"ZNF133","hESC_RNA"
"20144",4,"RBBP9","hESC_RNA"
"20145",5,"POLR3F","four_cell_RNA"
"20146",4,"SNX5","hESC_RNA"
"20147",4,"MGME1","hESC_RNA"
"20148",3,"SNORD17","maternal_1C_2C_RNA"
"20149",2,"RIN2","maternal_oocyte_RNA"
"20150",4,"SLC24A3","hESC_RNA"
"20151",1,"LOC100130264","ICM_RNA"
"20152",6,"SEC23B","eight_cell_RNA"
"20153",4,"DTD1","hESC_RNA"
"20154",4,"NAA20","hESC_RNA"
"20155",4,"SMIM26","hESC_RNA"
"20156",5,"LINC00652","four_cell_RNA"
"20157",4,"LINC00653","hESC_RNA"
"20158",6,"C20orf78","eight_cell_RNA"
"20159",2,"SCP2D1","maternal_oocyte_RNA"
"20160",2,"INSM1","maternal_oocyte_RNA"
"20161",2,"RALGAPA2","maternal_oocyte_RNA"
"20162",3,"CRNKL1","maternal_1C_2C_RNA"
"20163",6,"CFAP61","eight_cell_RNA"
"20164",1,"NKX2-4","ICM_RNA"
"20165",1,"PAX1","ICM_RNA"
"20166",4,"KIZ","hESC_RNA"
"20167",4,"XRN2","hESC_RNA"
"20168",5,"NKX2-2","four_cell_RNA"
"20169",2,"LINC00261","maternal_oocyte_RNA"
"20170",4,"SSTR4","hESC_RNA"
"20171",4,"LINC01747","hESC_RNA"
"20172",2,"FOXA2","maternal_oocyte_RNA"
"20173",2,"THBD","maternal_oocyte_RNA"
"20174",5,"CD93","four_cell_RNA"
"20175",5,"LINC01431","four_cell_RNA"
"20176",2,"LINC00656","maternal_oocyte_RNA"
"20177",4,"GZF1","hESC_RNA"
"20178",3,"CST8","maternal_1C_2C_RNA"
"20179",5,"NXT1","four_cell_RNA"
"20180",6,"NAPB","eight_cell_RNA"
"20181",4,"CSTL1","hESC_RNA"
"20182",2,"CST11","maternal_oocyte_RNA"
"20183",2,"CST3","maternal_oocyte_RNA"
"20184",3,"CST9L","maternal_1C_2C_RNA"
"20185",1,"CST13P","ICM_RNA"
"20186",2,"CST9","maternal_oocyte_RNA"
"20187",1,"CST4","ICM_RNA"
"20188",4,"CST1","hESC_RNA"
"20189",4,"CST2","hESC_RNA"
"20190",5,"CST5","four_cell_RNA"
"20191",1,"SYNDIG1","ICM_RNA"
"20192",5,"CST7","four_cell_RNA"
"20193",1,"GGTLC1","ICM_RNA"
"20194",4,"ACSS1","hESC_RNA"
"20195",6,"APMAP","eight_cell_RNA"
"20196",1,"LOC284798","ICM_RNA"
"20197",2,"VSX1","maternal_oocyte_RNA"
"20198",5,"NANP","four_cell_RNA"
"20199",4,"NINL","hESC_RNA"
"20200",4,"GINS1","hESC_RNA"
"20201",5,"LOC105372582","four_cell_RNA"
"20202",4,"LOC105379511","hESC_RNA"
"20203",2,"PYGB","maternal_oocyte_RNA"
"20204",6,"ABHD12","eight_cell_RNA"
"20205",3,"ZNF337-AS1","maternal_1C_2C_RNA"
"20206",3,"ZNF337","maternal_1C_2C_RNA"
"20207",3,"NCOR1P1","maternal_1C_2C_RNA"
"20208",3,"DEFB118","maternal_1C_2C_RNA"
"20209",2,"FRG1BP","maternal_oocyte_RNA"
"20210",1,"FRG1DP","ICM_RNA"
"20211",1,"MLLT10P1","ICM_RNA"
"20212",5,"DEFB122","four_cell_RNA"
"20213",5,"DEFB119","four_cell_RNA"
"20214",5,"DEFB124","four_cell_RNA"
"20215",5,"REM1","four_cell_RNA"
"20216",1,"LINC00028","ICM_RNA"
"20217",4,"ID1","hESC_RNA"
"20218",6,"COX4I2","eight_cell_RNA"
"20219",4,"HM13","hESC_RNA"
"20220",6,"HM13-AS1","eight_cell_RNA"
"20221",2,"FOXS1","maternal_oocyte_RNA"
"20222",5,"MYLK2","four_cell_RNA"
"20223",5,"TPX2","four_cell_RNA"
"20224",4,"BCL2L1","hESC_RNA"
"20225",5,"ABALON","four_cell_RNA"
"20226",4,"XKR7","hESC_RNA"
"20227",3,"CCM2L","maternal_1C_2C_RNA"
"20228",4,"HCK","hESC_RNA"
"20229",4,"TSPY26P","hESC_RNA"
"20230",3,"PLAGL2","maternal_1C_2C_RNA"
"20231",3,"KIF3B","maternal_1C_2C_RNA"
"20232",3,"TM9SF4","maternal_1C_2C_RNA"
"20233",4,"POFUT1","hESC_RNA"
"20234",5,"ASXL1","four_cell_RNA"
"20235",2,"NOL4L-DT","maternal_oocyte_RNA"
"20236",3,"DUSP15","maternal_1C_2C_RNA"
"20237",5,"PDRG1","four_cell_RNA"
"20238",6,"TTLL9","eight_cell_RNA"
"20239",3,"NOL4L","maternal_1C_2C_RNA"
"20240",1,"LOC101929698","ICM_RNA"
"20241",6,"C20orf203","eight_cell_RNA"
"20242",2,"COMMD7","maternal_oocyte_RNA"
"20243",4,"DNMT3B","hESC_RNA"
"20244",2,"EFCAB8","maternal_oocyte_RNA"
"20245",6,"SUN5","eight_cell_RNA"
"20246",2,"BPIFB3","maternal_oocyte_RNA"
"20247",5,"MAPRE1","four_cell_RNA"
"20248",6,"BPIFB2","eight_cell_RNA"
"20249",2,"BPIFB4","maternal_oocyte_RNA"
"20250",5,"BPIFA2","four_cell_RNA"
"20251",3,"BPIFA1","maternal_1C_2C_RNA"
"20252",6,"SNTA1","eight_cell_RNA"
"20253",3,"E2F1","maternal_1C_2C_RNA"
"20254",4,"CDK5RAP1","hESC_RNA"
"20255",2,"CBFA2T2","maternal_oocyte_RNA"
"20256",5,"PXMP4","four_cell_RNA"
"20257",2,"CHMP4B","maternal_oocyte_RNA"
"20258",3,"ZNF341","maternal_1C_2C_RNA"
"20259",3,"NECAB3","maternal_1C_2C_RNA"
"20260",1,"C20orf144","ICM_RNA"
"20261",5,"ACTL10","four_cell_RNA"
"20262",4,"EIF2S2","hESC_RNA"
"20263",6,"RALY-AS1","eight_cell_RNA"
"20264",5,"RALY","four_cell_RNA"
"20265",4,"AHCY","hESC_RNA"
"20266",3,"ITCH","maternal_1C_2C_RNA"
"20267",6,"PIGU","eight_cell_RNA"
"20268",6,"MAP1LC3A","eight_cell_RNA"
"20269",3,"TP53INP2","maternal_1C_2C_RNA"
"20270",4,"HMGB3P1","hESC_RNA"
"20271",1,"NCOA6","ICM_RNA"
"20272",6,"DYNLRB1","eight_cell_RNA"
"20273",5,"ACSS2","four_cell_RNA"
"20274",6,"GGT7","eight_cell_RNA"
"20275",2,"UQCC1","maternal_oocyte_RNA"
"20276",6,"FAM83C","eight_cell_RNA"
"20277",4,"EIF6","hESC_RNA"
"20278",5,"C20orf173","four_cell_RNA"
"20279",2,"GDF5OS","maternal_oocyte_RNA"
"20280",2,"GDF5","maternal_oocyte_RNA"
"20281",6,"CEP250","eight_cell_RNA"
"20282",6,"EDEM2","eight_cell_RNA"
"20283",3,"MMP24-AS1-EDEM2","maternal_1C_2C_RNA"
"20284",2,"MMP24OS","maternal_oocyte_RNA"
"20285",5,"MMP24","four_cell_RNA"
"20286",2,"PROCR","maternal_oocyte_RNA"
"20287",4,"GSS","hESC_RNA"
"20288",3,"TRPC4AP","maternal_1C_2C_RNA"
"20289",2,"MYH7B","maternal_oocyte_RNA"
"20290",6,"FER1L4","eight_cell_RNA"
"20291",4,"ERGIC3","hESC_RNA"
"20292",5,"SPAG4","four_cell_RNA"
"20293",4,"ROMO1","hESC_RNA"
"20294",6,"NFS1","eight_cell_RNA"
"20295",4,"PHF20","hESC_RNA"
"20296",4,"CPNE1","hESC_RNA"
"20297",1,"RBM12","ICM_RNA"
"20298",4,"SCAND1","hESC_RNA"
"20299",2,"NORAD","maternal_oocyte_RNA"
"20300",5,"CNBD2","four_cell_RNA"
"20301",4,"AAR2","hESC_RNA"
"20302",2,"EPB41L1","maternal_oocyte_RNA"
"20303",5,"RBM39","four_cell_RNA"
"20304",4,"DLGAP4","hESC_RNA"
"20305",2,"DLGAP4-AS1","maternal_oocyte_RNA"
"20306",4,"MYL9","hESC_RNA"
"20307",1,"NDRG3","ICM_RNA"
"20308",4,"TGIF2","hESC_RNA"
"20309",5,"TGIF2-RAB5IF","four_cell_RNA"
"20310",2,"RAB5IF","maternal_oocyte_RNA"
"20311",3,"SLA2","maternal_1C_2C_RNA"
"20312",4,"RBL1","hESC_RNA"
"20313",6,"DSN1","eight_cell_RNA"
"20314",4,"SOGA1","hESC_RNA"
"20315",3,"SAMHD1","maternal_1C_2C_RNA"
"20316",4,"SRC","hESC_RNA"
"20317",5,"MANBAL","four_cell_RNA"
"20318",6,"GHRH","eight_cell_RNA"
"20319",4,"LOC100287792","hESC_RNA"
"20320",4,"VSTM2L","hESC_RNA"
"20321",5,"CTNNBL1","four_cell_RNA"
"20322",1,"BLCAP","ICM_RNA"
"20323",4,"NNAT","hESC_RNA"
"20324",2,"TGM2","maternal_oocyte_RNA"
"20325",5,"RPRD1B","four_cell_RNA"
"20326",3,"TTI1","maternal_1C_2C_RNA"
"20327",2,"BPI","maternal_oocyte_RNA"
"20328",2,"KIAA1755","maternal_oocyte_RNA"
"20329",4,"LBP","hESC_RNA"
"20330",3,"MROH8","maternal_1C_2C_RNA"
"20331",4,"RPN2","hESC_RNA"
"20332",5,"SNHG11","four_cell_RNA"
"20333",1,"SNORA71E","ICM_RNA"
"20334",1,"SNORA60","ICM_RNA"
"20335",1,"ADIG","ICM_RNA"
"20336",5,"SLC32A1","four_cell_RNA"
"20337",6,"ARHGAP40","eight_cell_RNA"
"20338",3,"RALGAPB","maternal_1C_2C_RNA"
"20339",5,"SNHG17","four_cell_RNA"
"20340",2,"SNORA71B","maternal_oocyte_RNA"
"20341",2,"SNORA71A","maternal_oocyte_RNA"
"20342",2,"SNORA71C","maternal_oocyte_RNA"
"20343",2,"SNORA71D","maternal_oocyte_RNA"
"20344",5,"ACTR5","four_cell_RNA"
"20345",2,"FAM83D","maternal_oocyte_RNA"
"20346",1,"PPP1R16B","ICM_RNA"
"20347",2,"LINC01734","maternal_oocyte_RNA"
"20348",4,"DHX35","hESC_RNA"
"20349",3,"MAFB","maternal_1C_2C_RNA"
"20350",2,"LOC100128988","maternal_oocyte_RNA"
"20351",3,"ZHX3","maternal_1C_2C_RNA"
"20352",5,"CHD6","four_cell_RNA"
"20353",4,"LPIN3","hESC_RNA"
"20354",5,"EMILIN3","four_cell_RNA"
"20355",2,"ENTPD6","maternal_oocyte_RNA"
"20356",5,"TOP1","four_cell_RNA"
"20357",4,"PLCG1","hESC_RNA"
"20358",1,"PLCG1-AS1","ICM_RNA"
"20359",5,"SRSF6","four_cell_RNA"
"20360",4,"L3MBTL1","hESC_RNA"
"20361",5,"SGK2","four_cell_RNA"
"20362",3,"PTPRT","maternal_1C_2C_RNA"
"20363",3,"IFT52","maternal_1C_2C_RNA"
"20364",2,"MYBL2","maternal_oocyte_RNA"
"20365",1,"GTSF1L","ICM_RNA"
"20366",1,"TOX2","ICM_RNA"
"20367",6,"JPH2","eight_cell_RNA"
"20368",2,"R3HDML","maternal_oocyte_RNA"
"20369",5,"OSER1","four_cell_RNA"
"20370",4,"GDAP1L1","hESC_RNA"
"20371",5,"FITM2","four_cell_RNA"
"20372",6,"OSER1-DT","eight_cell_RNA"
"20373",3,"LINC01620","maternal_1C_2C_RNA"
"20374",6,"TTPAL","eight_cell_RNA"
"20375",2,"HNF4A","maternal_oocyte_RNA"
"20376",6,"HNF4A-AS1","eight_cell_RNA"
"20377",1,"SERINC3","ICM_RNA"
"20378",4,"PKIG","hESC_RNA"
"20379",6,"LINC01260","eight_cell_RNA"
"20380",3,"ADA","maternal_1C_2C_RNA"
"20381",4,"YWHAB","hESC_RNA"
"20382",3,"RIMS4","maternal_1C_2C_RNA"
"20383",6,"KCNK15","eight_cell_RNA"
"20384",2,"CCN5","maternal_oocyte_RNA"
"20385",3,"STK4-AS1","maternal_1C_2C_RNA"
"20386",3,"STK4","maternal_1C_2C_RNA"
"20387",4,"SEMG1","hESC_RNA"
"20388",2,"PI3","maternal_oocyte_RNA"
"20389",3,"WFDC12","maternal_1C_2C_RNA"
"20390",4,"KCNS1","hESC_RNA"
"20391",2,"SEMG2","maternal_oocyte_RNA"
"20392",2,"SDC4","maternal_oocyte_RNA"
"20393",5,"SLPI","four_cell_RNA"
"20394",4,"LOC105372631","hESC_RNA"
"20395",2,"MATN4","maternal_oocyte_RNA"
"20396",5,"RBPJL","four_cell_RNA"
"20397",6,"PABPC1L","eight_cell_RNA"
"20398",6,"TOMM34","eight_cell_RNA"
"20399",4,"PIGT","hESC_RNA"
"20400",5,"SYS1","four_cell_RNA"
"20401",4,"SYS1-DBNDD2","hESC_RNA"
"20402",4,"DBNDD2","hESC_RNA"
"20403",4,"TP53TG5","hESC_RNA"
"20404",6,"WFDC2","eight_cell_RNA"
"20405",6,"WFDC8","eight_cell_RNA"
"20406",5,"WFDC6","four_cell_RNA"
"20407",6,"EPPIN-WFDC6","eight_cell_RNA"
"20408",2,"WFDC9","maternal_oocyte_RNA"
"20409",6,"WFDC10A","eight_cell_RNA"
"20410",6,"WFDC3","eight_cell_RNA"
"20411",6,"SPINT4","eight_cell_RNA"
"20412",4,"DNTTIP1","hESC_RNA"
"20413",6,"WFDC13","eight_cell_RNA"
"20414",5,"TNNC2","four_cell_RNA"
"20415",4,"ZSWIM1","hESC_RNA"
"20416",2,"SPATA25","maternal_oocyte_RNA"
"20417",1,"ZSWIM3","ICM_RNA"
"20418",5,"UBE2C","four_cell_RNA"
"20419",3,"SNX21","maternal_1C_2C_RNA"
"20420",4,"ACOT8","hESC_RNA"
"20421",3,"PCIF1","maternal_1C_2C_RNA"
"20422",4,"CD40","hESC_RNA"
"20423",5,"CDH22","four_cell_RNA"
"20424",1,"NCOA5","ICM_RNA"
"20425",5,"ZNF335","four_cell_RNA"
"20426",4,"SLC35C2","hESC_RNA"
"20427",4,"MMP9","hESC_RNA"
"20428",1,"SLC12A5","ICM_RNA"
"20429",4,"SLC12A5-AS1","hESC_RNA"
"20430",2,"NEURL2","maternal_oocyte_RNA"
"20431",4,"PLTP","hESC_RNA"
"20432",2,"CTSA","maternal_oocyte_RNA"
"20433",3,"MKRN7P","maternal_1C_2C_RNA"
"20434",3,"ZNF663P","maternal_1C_2C_RNA"
"20435",3,"ELMO2","maternal_1C_2C_RNA"
"20436",6,"LOC105372633","eight_cell_RNA"
"20437",4,"OCSTAMP","hESC_RNA"
"20438",4,"SLC2A10","hESC_RNA"
"20439",4,"ZNF334","hESC_RNA"
"20440",1,"SLC13A3","ICM_RNA"
"20441",4,"TP53RK","hESC_RNA"
"20442",5,"LINC01754","four_cell_RNA"
"20443",6,"EYA2","eight_cell_RNA"
"20444",6,"LINC00494","eight_cell_RNA"
"20445",3,"LINC01522","maternal_1C_2C_RNA"
"20446",3,"PREX1","maternal_1C_2C_RNA"
"20447",5,"CSE1L-AS1","four_cell_RNA"
"20448",3,"SULF2","maternal_1C_2C_RNA"
"20449",3,"ARFGEF2","maternal_1C_2C_RNA"
"20450",3,"NCOA3","maternal_1C_2C_RNA"
"20451",4,"ZMYND8","hESC_RNA"
"20452",4,"LOC100131496","hESC_RNA"
"20453",1,"LOC101927377","ICM_RNA"
"20454",4,"CSE1L","hESC_RNA"
"20455",6,"KCNB1","eight_cell_RNA"
"20456",4,"PTGIS","hESC_RNA"
"20457",2,"B4GALT5","maternal_oocyte_RNA"
"20458",5,"ZNFX1","four_cell_RNA"
"20459",5,"LOC105372653","four_cell_RNA"
"20460",2,"SLC9A8","maternal_oocyte_RNA"
"20461",1,"SPATA2","ICM_RNA"
"20462",1,"RNF114","ICM_RNA"
"20463",5,"SNAI1","four_cell_RNA"
"20464",5,"STAU1","four_cell_RNA"
"20465",4,"DDX27","hESC_RNA"
"20466",5,"ZFAS1","four_cell_RNA"
"20467",3,"SNORD12C","maternal_1C_2C_RNA"
"20468",2,"SNORD12B","maternal_oocyte_RNA"
"20469",1,"SNORD12","ICM_RNA"
"20470",4,"LINC01273","hESC_RNA"
"20471",6,"SMIM25","eight_cell_RNA"
"20472",5,"PTPN1","four_cell_RNA"
"20473",1,"LINC01270","ICM_RNA"
"20474",4,"CEBPB-AS1","hESC_RNA"
"20475",2,"CEBPB","maternal_oocyte_RNA"
"20476",4,"BCAS4","hESC_RNA"
"20477",5,"PARD6B","four_cell_RNA"
"20478",4,"MOCS3","hESC_RNA"
"20479",4,"KCNG1","hESC_RNA"
"20480",1,"RIPOR3","ICM_RNA"
"20481",3,"ATP9A","maternal_1C_2C_RNA"
"20482",5,"LINC01429","four_cell_RNA"
"20483",2,"SALL4","maternal_oocyte_RNA"
"20484",5,"LINC01524","four_cell_RNA"
"20485",3,"TSHZ2","maternal_1C_2C_RNA"
"20486",4,"ZFP64","hESC_RNA"
"20487",1,"NFATC2","ICM_RNA"
"20488",2,"ADNP","maternal_oocyte_RNA"
"20489",4,"ADNP-AS1","hESC_RNA"
"20490",4,"DPM1","hESC_RNA"
"20491",5,"SUMO1P1","four_cell_RNA"
"20492",5,"ZNF217","four_cell_RNA"
"20493",1,"CYP24A1","ICM_RNA"
"20494",4,"PFDN4","hESC_RNA"
"20495",3,"DOK5","maternal_1C_2C_RNA"
"20496",6,"BCAS1","eight_cell_RNA"
"20497",6,"CBLN4","eight_cell_RNA"
"20498",3,"MC3R","maternal_1C_2C_RNA"
"20499",1,"LINC01440","ICM_RNA"
"20500",4,"FAM210B","hESC_RNA"
"20501",3,"CASS4","maternal_1C_2C_RNA"
"20502",4,"FAM209B","hESC_RNA"
"20503",1,"CSTF1","ICM_RNA"
"20504",5,"LINC01716","four_cell_RNA"
"20505",5,"TFAP2C","four_cell_RNA"
"20506",4,"BMP7","hESC_RNA"
"20507",5,"RTF2","four_cell_RNA"
"20508",2,"GCNT7","maternal_oocyte_RNA"
"20509",2,"FAM209A","maternal_oocyte_RNA"
"20510",6,"SPO11","eight_cell_RNA"
"20511",1,"CTCFL","ICM_RNA"
"20512",6,"PCK1","eight_cell_RNA"
"20513",5,"LOC100291105","four_cell_RNA"
"20514",1,"RBM38","ICM_RNA"
"20515",6,"RAE1","eight_cell_RNA"
"20516",2,"MTRNR2L3","maternal_oocyte_RNA"
"20517",2,"ZBP1","maternal_oocyte_RNA"
"20518",3,"C20orf85","maternal_1C_2C_RNA"
"20519",1,"ANKRD60","ICM_RNA"
"20520",4,"PMEPA1","hESC_RNA"
"20521",4,"NKILA","hESC_RNA"
"20522",5,"PPP4R1L","four_cell_RNA"
"20523",6,"RAB22A","eight_cell_RNA"
"20524",6,"APCDD1L-DT","eight_cell_RNA"
"20525",4,"APCDD1L","hESC_RNA"
"20526",6,"VAPB","eight_cell_RNA"
"20527",6,"AURKA","eight_cell_RNA"
"20528",2,"NELFCD","maternal_oocyte_RNA"
"20529",1,"STX16","ICM_RNA"
"20530",1,"STX16-NPEPL1","ICM_RNA"
"20531",4,"NPEPL1","hESC_RNA"
"20532",2,"CTSZ","maternal_oocyte_RNA"
"20533",4,"UBE2V1","hESC_RNA"
"20534",2,"TMEM189-UBE2V1","maternal_oocyte_RNA"
"20535",6,"TMEM189","eight_cell_RNA"
"20536",2,"EDN3","maternal_oocyte_RNA"
"20537",1,"ZNF831","ICM_RNA"
"20538",1,"TUBB1","ICM_RNA"
"20539",2,"ATP5F1E","maternal_oocyte_RNA"
"20540",6,"SLMO2-ATP5E","eight_cell_RNA"
"20541",1,"PRELID3B","ICM_RNA"
"20542",4,"GNAS-AS1","hESC_RNA"
"20543",4,"GNAS","hESC_RNA"
"20544",3,"PHACTR3","maternal_1C_2C_RNA"
"20545",6,"SYCP2","eight_cell_RNA"
"20546",6,"C20orf197","eight_cell_RNA"
"20547",1,"LOC729296","ICM_RNA"
"20548",6,"CDH26","eight_cell_RNA"
"20549",4,"FAM217B","hESC_RNA"
"20550",1,"PPP1R3D","ICM_RNA"
"20551",3,"MIR4533","maternal_1C_2C_RNA"
"20552",6,"MIR646HG","eight_cell_RNA"
"20553",1,"LSM14B","ICM_RNA"
"20554",1,"TAF4","ICM_RNA"
"20555",4,"PSMA7","hESC_RNA"
"20556",3,"CDH4","maternal_1C_2C_RNA"
"20557",4,"NTSR1","hESC_RNA"
"20558",4,"LINC00659","hESC_RNA"
"20559",3,"SLCO4A1","maternal_1C_2C_RNA"
"20560",1,"SLCO4A1-AS1","ICM_RNA"
"20561",1,"GID8","ICM_RNA"
"20562",4,"COL9A3","hESC_RNA"
"20563",6,"TCFL5","eight_cell_RNA"
"20564",1,"DPH3P1","ICM_RNA"
"20565",4,"SLC17A9","hESC_RNA"
"20566",4,"MRGBP","hESC_RNA"
"20567",4,"OGFR","hESC_RNA"
"20568",3,"BHLHE23","maternal_1C_2C_RNA"
"20569",5,"DIDO1","four_cell_RNA"
"20570",6,"LINC00029","eight_cell_RNA"
"20571",5,"LINC01056","four_cell_RNA"
"20572",4,"HAR1A","hESC_RNA"
"20573",2,"COL20A1","maternal_oocyte_RNA"
"20574",1,"YTHDF1","ICM_RNA"
"20575",4,"CHRNA4","hESC_RNA"
"20576",3,"LOC100130587","maternal_1C_2C_RNA"
"20577",4,"NKAIN4","hESC_RNA"
"20578",2,"FLJ16779","maternal_oocyte_RNA"
"20579",6,"BIRC7","eight_cell_RNA"
"20580",4,"ARFGAP1","hESC_RNA"
"20581",4,"PPDPF","hESC_RNA"
"20582",4,"KCNQ2","hESC_RNA"
"20583",6,"PTK6","eight_cell_RNA"
"20584",4,"EEF1A2","hESC_RNA"
"20585",2,"HELZ2","maternal_oocyte_RNA"
"20586",5,"SRMS","four_cell_RNA"
